Oc,media_erro,var_erro,desvio_padrao_erro
0,-14.246836164070587,7878513.914824167,2806.8690590806277
10,-1.2783594160355312,168349.00548976538,410.3035528602761
20,2.9151673685445245,896983.1122381947,947.0919238586056
30,-24.85187924666649,12392545.401565352,3520.3047313500224
40,2.0319912833169034,657776.5332053571,811.0342367652288
50,0.4293116106875853,615577.8165525767,784.5876729547672
60,-1.9394969469328458,222608.608837803,471.81416769508206
70,0.543777456418592,266761.81478267617,516.4898980451371
80,4.146638445945524,2035686.2314409919,1426.7747654906825
90,-94.02403133513782,463399327.15467227,21526.71194480644
100,-24.12300894401528,37556492.22542212,6128.335191993183
