Oc,media_erro,var_erro,desvio_padrao_erro
0,3.0486773219557968,34.19109362668428,5.84731507845133
10,7.580206747390204,416.2582070606317,20.402406893811126
20,7.719690315109293,622.220231043937,24.944342666102408
30,7.505576844849742,815.3669039682924,28.554630166897493
40,7.803948018761049,927.709905254467,30.458330638012107
50,7.695482791595618,1079.8999303390585,32.86183090363436
60,8.06241830910137,1164.7602083285487,34.128583450365305
70,7.846911162450062,1239.3356006507938,35.204198622476746
80,7.625156595374332,1296.4538346998613,36.0063027079963
90,8.06306956188924,1311.8283152011252,36.21917054822108
100,7.793627698326225,1370.9185327766743,37.02591704167061
